term,cleaned_pinyin,updated_pinyin,status
沫,mò,mò,no_split
敞,chǎng,chǎng,no_split
斋,zhāi,zhāi,no_split
拯,zhěng,zhěng,no_split
嗓,sǎng,sǎng,no_split
乓,pāng,pāng,no_split
铅,qiān,qiān,no_split
嘲,cháo,cháo,no_split
掠,lüè,lüè,no_split
搅,jiǎo,jiǎo,no_split
嚷,rǎng,rǎng,no_split
嚷,rāng,rāng,no_split
丸,wán,wán,no_split
玫,méi,méi,no_split
咳,hāi,hāi,no_split
咳,ké,ké,no_split
坪,píng,píng,no_split
躁,zào,zào,no_split
捡,jiǎn,jiǎn,no_split
夷,yí,yí,no_split
碟,dié,dié,no_split
佑,yòu,yòu,no_split
腺,xiàn,xiàn,no_split
剖,pōu,pōu,no_split
谜,mèir,mèir,no_split
谜,mí,mí,no_split
瑰,guī,guī,no_split
屎,shǐ,shǐ,no_split
氢,qīng,qīng,no_split
恳,kěn,kěn,no_split
咒,zhòu,zhòu,no_split
幢,chuáng,chuáng,no_split
幢,zhuàng,zhuàng,no_split
枕,zhěn,zhěn,no_split
哑,yā,yā,no_split
哑,yǎ,yǎ,no_split
娟,juān,juān,no_split
贞,zhēn,zhēn,no_split
尴,gān,gān,no_split
砂,shā,shā,no_split
粤,yuè,yuè,no_split
竖,shù,shù,no_split
妄,wàng,wàng,no_split
禅,chán,chán,no_split
禅,shàn,shàn,no_split
焰,yàn,yàn,no_split
胳,gā,gā,no_split
胳,gé,gé,no_split
绸,chóu,chóu,no_split
泣,qì,qì,no_split
删,shān,shān,no_split
寞,mò,mò,no_split
芭,bā,bā,no_split
蔓,màn,màn,no_split
蔓,mán,mán,no_split
腻,nì,nì,no_split
芦,lú,lú,no_split
杏,xìng,xìng,no_split
坤,kūn,kūn,no_split
烫,tàng,tàng,no_split
汛,xùn,xùn,no_split
燥,zào,zào,no_split
遏,è,è,no_split
冤,yuān,yuān,no_split
瘾,yǐn,yǐn,no_split
趴,pā,pā,no_split
螺,luó,luó,no_split
垄,lǒng,lǒng,no_split
梨,lí,lí,no_split
蓉,róng,róng,no_split
崖,yá,yá,no_split
浇,jiāo,jiāo,no_split
蚀,shí,shí,no_split
瞩,zhǔ,zhǔ,no_split
绣,xiù,xiù,no_split
巫,wū,wū,no_split
雁,yàn,yàn,no_split
壶,hú,hú,no_split
纬,wěi,wěi,no_split
膊,bó,bó,no_split
傍,bàng,bàng,no_split
膏,gào,gào,no_split
膏,gāo,gāo,no_split
煎,jiān,jiān,no_split
募,mù,mù,no_split
坟,fén,fén,no_split
毯,tǎn,tǎn,no_split
讽,fěng,fěng,no_split
悼,dào,dào,no_split
淹,yān,yān,no_split
俘,fú,fú,no_split
橡,xiàng,xiàng,no_split
搁,gé,gé,no_split
搁,gē,gē,no_split
篷,péng,péng,no_split
荆,jīng,jīng,no_split
魄,pò,pò,no_split
薇,wēi,wēi,no_split
轩,xuān,xuān,no_split
帘,lián,lián,no_split
怡,yí,yí,no_split
腕,wàn,wàn,no_split
渣,zhā,zhā,no_split
贬,biǎn,biǎn,no_split
沧,cāng,cāng,no_split
碱,jiǎn,jiǎn,no_split
稽,qǐ,qǐ,no_split
稽,jī,jī,no_split
碌,liù,liù,no_split
碌,lù,lù,no_split
蜡,là,là,no_split
蜡,zhà,zhà,no_split
旭,xù,xù,no_split
畔,pàn,pàn,no_split
芯,xīn,xīn,no_split
芯,xìn,xìn,no_split
陋,lòu,lòu,no_split
愣,lèng,lèng,no_split
氯,lǜ,lǜ,no_split
巢,cháo,cháo,no_split
睦,mù,mù,no_split
衍,yǎn,yǎn,no_split
凳,dèng,dèng,no_split
彪,biāo,biāo,no_split
潭,tán,tán,no_split
叮,dīng,dīng,no_split
豹,bào,bào,no_split
媚,mèi,mèi,no_split
耸,sǒng,sǒng,no_split
俭,jiǎn,jiǎn,no_split
蔽,bì,bì,no_split
闽,mǐn,mǐn,no_split
肇,zhào,zhào,no_split
袍,páo,páo,no_split
沸,fèi,fèi,no_split
钞,chāo,chāo,no_split
宛,wǎn,wǎn,no_split
龟,guī,guī,no_split
驴,lǘ,lǘ,no_split
斩,zhǎn,zhǎn,no_split
羡,xiàn,xiàn,no_split
崭,zhǎn,zhǎn,no_split
枢,shū,shū,no_split
枣,zǎo,zǎo,no_split
魁,kuí,kuí,no_split
婉,wǎn,wǎn,no_split
苑,yuàn,yuàn,no_split
倘,tǎng,tǎng,no_split
靖,jìng,jìng,no_split
恕,shù,shù,no_split
歹,dǎi,dǎi,no_split
梭,suō,suō,no_split
躯,qū,qū,no_split
豁,huō,huō,no_split
豁,huò,huò,no_split
烛,zhú,zhú,no_split
窑,yáo,yáo,no_split
诵,sòng,sòng,no_split
粪,fèn,fèn,no_split
咕,gū,gū,no_split
勿,wù,wù,no_split
鸦,yā,yā,no_split
醇,chún,chún,no_split
垮,kuǎ,kuǎ,no_split
屯,tún,tún,no_split
挚,zhì,zhì,no_split
佣,yōng,yōng,no_split
佣,yòng,yòng,no_split
凄,qī,qī,no_split
荫,yìn,yìn,no_split
哗,huā,huā,no_split
哗,huá,huá,no_split
澄,chéng,chéng,no_split
澄,dèng,dèng,no_split
凸,tū,tū,no_split
僚,liáo,liáo,no_split
惕,tì,tì,no_split
熏,xùn,xùn,no_split
熏,xūn,xūn,no_split
爪,zhǎo,zhǎo,no_split
爪,zhuǎ,zhuǎ,no_split
囚,qiú,qiú,no_split
崛,jué,jué,no_split
柄,bǐng,bǐng,no_split
灶,zào,zào,no_split
谣,yáo,yáo,no_split
拢,lǒng,lǒng,no_split
醋,cù,cù,no_split
弓,gōng,gōng,no_split
磷,lín,lín,no_split
朽,xiǔ,xiǔ,no_split
粥,zhōu,zhōu,no_split
昧,mèi,mèi,no_split
莹,yíng,yíng,no_split
俯,fǔ,fǔ,no_split
缸,gāng,gāng,no_split
澜,lán,lán,no_split
咧,liě,liě,no_split
梳,shū,shū,no_split
妓,jì,jì,no_split
闸,zhá,zhá,no_split
捣,dǎo,dǎo,no_split
馨,xīn,xīn,no_split
垦,kěn,kěn,no_split
侣,lǚ,lǚ,no_split
窜,cuàn,cuàn,no_split
阎,yán,yán,no_split
啸,xiào,xiào,no_split
稚,zhì,zhì,no_split
缚,fù,fù,no_split
焚,fén,fén,no_split
呜,wū,wū,no_split
髓,suǐ,suǐ,no_split
钠,nà,nà,no_split
冀,jì,jì,no_split
氨,ān,ān,no_split
缉,jī,jī,no_split
缉,qī,qī,no_split
妃,fēi,fēi,no_split
靴,xuē,xuē,no_split
瞄,miáo,miáo,no_split
舶,bó,bó,no_split
镑,bàng,bàng,no_split
谍,dié,dié,no_split
枫,fēng,fēng,no_split
禄,lù,lù,no_split
栖,qī,qī,no_split
栖,xī,xī,no_split
杠,gàng,gàng,no_split
钙,gài,gài,no_split
扳,bān,bān,no_split
挠,náo,náo,no_split
磅,bàng,bàng,no_split
磅,páng,páng,no_split
袜,wà,wà,no_split
惶,huáng,huáng,no_split
抒,shū,shū,no_split
桐,tóng,tóng,no_split
俏,qiào,qiào,no_split
笛,dí,dí,no_split
捆,kǔn,kǔn,no_split
奢,shē,shē,no_split
耽,dān,dān,no_split
鄙,bǐ,bǐ,no_split
隙,xì,xì,no_split
沛,pèi,pèi,no_split
戳,chuō,chuō,no_split
拱,gǒng,gǒng,no_split
涩,sè,sè,no_split
屑,xiè,xiè,no_split
驼,tuó,tuó,no_split
藻,zǎo,zǎo,no_split
噪,zào,zào,no_split
蹄,tí,tí,no_split
妒,dù,dù,no_split
锤,chuí,chuí,no_split
谬,miù,miù,no_split
蚁,yǐ,yǐ,no_split
扛,gāng,gāng,no_split
扛,káng,káng,no_split
姊,zǐ,zǐ,no_split
耿,gěng,gěng,no_split
毙,bì,bì,no_split
蹦,bèng,bèng,no_split
薯,shǔ,shǔ,no_split
炫,xuàn,xuàn,no_split
鞍,ān,ān,no_split
茄,jiā,jiā,no_split
茄,qié,qié,no_split
栗,lì,lì,no_split
拌,bàn,bàn,no_split
鸽,gē,gē,no_split
撼,hàn,hàn,no_split
杖,zhàng,zhàng,no_split
竣,jùn,jùn,no_split
眨,zhǎ,zhǎ,no_split
翘,qiào,qiào,no_split
翘,qiáo,qiáo,no_split
乞,qǐ,qǐ,no_split
帷,wéi,wéi,no_split
喧,xuān,xuān,no_split
鄂,è,è,no_split
嚼,jiáo,jiáo,no_split
瘫,tān,tān,no_split
汝,rǔ,rǔ,no_split
蒲,pú,pú,no_split
匿,nì,nì,no_split
泻,xiè,xiè,no_split
侮,wǔ,wǔ,no_split
藉,jí,jí,no_split
藉,jiè,jiè,no_split
焉,yān,yān,no_split
昼,zhòu,zhòu,no_split
呕,ǒu,ǒu,no_split
僻,pì,pì,no_split
蚕,cán,cán,no_split
煞,shā,shā,no_split
煞,shà,shà,no_split
劈,pǐ,pǐ,no_split
劈,pī,pī,no_split
痒,yǎng,yǎng,no_split
锣,luó,luó,no_split
窟,kū,kū,no_split
阀,fá,fá,no_split
秃,tū,tū,no_split
沦,lún,lún,no_split
萎,wěi,wěi,no_split
馈,kuì,kuì,no_split
瞅,chǒu,chǒu,no_split
墅,shù,shù,no_split
蛙,wā,wā,no_split
暮,mù,mù,no_split
畴,chóu,chóu,no_split
缆,lǎn,lǎn,no_split
婶,shěn,shěn,no_split
绎,yì,yì,no_split
钧,jūn,jūn,no_split
搂,lǒu,lǒu,no_split
搂,lōu,lōu,no_split
牡,mǔ,mǔ,no_split
宵,xiāo,xiāo,no_split
秉,bǐng,bǐng,no_split
棕,zōng,zōng,no_split
蚊,wén,wén,no_split
敷,fū,fū,no_split
嫉,jí,jí,no_split
恤,xù,xù,no_split
铲,chǎn,chǎn,no_split
迭,dié,dié,no_split
硝,xiāo,xiāo,no_split
凹,āo,āo,no_split
隧,suì,suì,no_split
捂,wǔ,wǔ,no_split
蒜,suàn,suàn,no_split
溉,gài,gài,no_split
觅,mì,mì,no_split
姥,mǔ,mǔ,no_split
叭,bā,bā,no_split
穗,suì,suì,no_split
硅,guī,guī,no_split
烁,shuò,shuò,no_split
稼,jià,jià,no_split
棺,guān,guān,no_split
揉,róu,róu,no_split
潇,xiāo,xiāo,no_split
冥,míng,míng,no_split
怔,zhèng,zhèng,no_split
恍,huǎng,huǎng,no_split
氓,méng,méng,no_split
诀,jué,jué,no_split
旷,kuàng,kuàng,no_split
斧,fǔ,fǔ,no_split
氮,dàn,dàn,no_split
堕,duò,duò,no_split
赣,gàn,gàn,no_split
曝,pù,pù,no_split
侄,zhí,zhí,no_split
扒,bā,bā,no_split
扒,pá,pá,no_split
灼,zhuó,zhuó,no_split
蔚,wèi,wèi,no_split
蔚,yù,yù,no_split
譬,pì,pì,no_split
躬,gōng,gōng,no_split
憋,biē,biē,no_split
泌,mì,mì,no_split
绅,shēn,shēn,no_split
聋,lóng,lóng,no_split
菇,gū,gū,no_split
炕,kàng,kàng,no_split
巍,wēi,wēi,no_split
褐,hè,hè,no_split
怯,qiè,qiè,no_split
寝,qǐn,qǐn,no_split
苟,gǒu,gǒu,no_split
陡,dǒu,dǒu,no_split
濒,bīn,bīn,no_split
掷,zhì,zhì,no_split
菱,líng,líng,no_split
卦,guà,guà,no_split
窥,kuī,kuī,no_split
盏,zhǎn,zhǎn,no_split
琢,zhuó,zhuó,no_split
琢,zuó,zuó,no_split
刃,rèn,rèn,no_split
颊,jiá,jiá,no_split
凿,záo,záo,no_split
贮,zhù,zhù,no_split
瞻,zhān,zhān,no_split
叨,dáo,dáo,no_split
叨,tāo,tāo,no_split
赎,shú,shú,no_split
赁,lìn,lìn,no_split
瓣,bàn,bàn,no_split
渝,yú,yú,no_split
韧,rèn,rèn,no_split
擎,qíng,qíng,no_split
拂,fú,fú,no_split
簿,bù,bù,no_split
琐,suǒ,suǒ,no_split
滔,tāo,tāo,no_split
缕,lǚ,lǚ,no_split
胚,pēi,pēi,no_split
椎,zhuī,zhuī,no_split
炬,jù,jù,no_split
寇,kòu,kòu,no_split
筛,shāi,shāi,no_split
拣,jiǎn,jiǎn,no_split
襟,jīn,jīn,no_split
沮,jù,jù,no_split
沮,jū,jū,no_split
沮,jǔ,jǔ,no_split
茵,yīn,yīn,no_split
嵌,qiàn,qiàn,no_split
骆,luò,luò,no_split
咏,yǒng,yǒng,no_split
蛛,zhū,zhū,no_split
剔,tī,tī,no_split
蝎,xiē,xiē,no_split
暇,xiá,xiá,no_split
弧,hú,hú,no_split
眯,mí,mí,no_split
眯,mī,mī,no_split
啪,pā,pā,no_split
袱,fú,fú,no_split
熄,xī,xī,no_split
矫,jiáo,jiáo,no_split
矫,jiǎo,jiǎo,no_split
倚,yǐ,yǐ,no_split
雌,cí,cí,no_split
撇,piē,piē,no_split
撇,piě,piě,no_split
梢,shāo,shāo,no_split
淌,tǎng,tǎng,no_split
讳,huì,huì,no_split
勺,sháo,sháo,no_split
吩,fēn,fēn,no_split
茎,jīng,jīng,no_split
钾,jiǎ,jiǎ,no_split
诡,guǐ,guǐ,no_split
镶,xiāng,xiāng,no_split
庐,lú,lú,no_split
猩,xīng,xīng,no_split
诫,jiè,jiè,no_split
卒,cù,cù,no_split
卒,zú,zú,no_split
吏,lì,lì,no_split
沼,zhǎo,zhǎo,no_split
溯,sù,sù,no_split
秧,yāng,yāng,no_split
拎,līn,līn,no_split
棘,jí,jí,no_split
痰,tán,tán,no_split
蔑,miè,miè,no_split
秤,chèng,chèng,no_split
裳,cháng,cháng,no_split
苔,tāi,tāi,no_split
苔,tái,tái,no_split
絮,xù,xù,no_split
滤,lǜ,lǜ,no_split
朦,méng,méng,no_split
尧,yáo,yáo,no_split
熔,róng,róng,no_split
疚,jiù,jiù,no_split
绞,jiǎo,jiǎo,no_split
腥,xīng,xīng,no_split
枉,wǎng,wǎng,no_split
橙,chéng,chéng,no_split
涝,lào,lào,no_split
眷,juàn,juàn,no_split
缀,zhuì,zhuì,no_split
橱,chú,chú,no_split
揪,jiū,jiū,no_split
哉,zāi,zāi,no_split
吱,zhī,zhī,no_split
吱,zī,zī,no_split
崎,qí,qí,no_split
赂,lù,lù,no_split
揣,chuāi,chuāi,no_split
揣,chuǎi,chuǎi,no_split
棠,táng,táng,no_split
跋,bá,bá,no_split
怠,dài,dài,no_split
蝇,yíng,yíng,no_split
胧,lóng,lóng,no_split
浊,zhuó,zhuó,no_split
钮,niǔ,niǔ,no_split
乍,zhà,zhà,no_split
鳞,lín,lín,no_split
庇,bì,bì,no_split
揍,zòu,zòu,no_split
歼,jiān,jiān,no_split
啃,kěn,kěn,no_split
憎,zēng,zēng,no_split
矗,chù,chù,no_split
剿,chāo,chāo,no_split
剿,jiǎo,jiǎo,no_split
榴,liú,liú,no_split
矢,shǐ,shǐ,no_split
笋,sǔn,sǔn,no_split
拽,zhuāi,zhuāi,no_split
拽,zhuài,zhuài,no_split
嗽,sòu,sòu,no_split
蜀,shǔ,shǔ,no_split
闺,guī,guī,no_split
嗜,shì,shì,no_split
拧,nìng,nìng,no_split
拧,nǐng,nǐng,no_split
拧,níng,níng,no_split
鞠,jū,jū,no_split
淳,chún,chún,no_split
拙,zhuō,zhuō,no_split
皂,zào,zào,no_split
臀,tún,tún,no_split
虏,lǔ,lǔ,no_split
卉,huì,huì,no_split
膛,táng,táng,no_split
窍,qiào,qiào,no_split
痘,dòu,dòu,no_split
狸,lí,lí,no_split
蕉,jiāo,jiāo,no_split
摹,mó,mó,no_split
骏,jùn,jùn,no_split
疤,bā,bā,no_split
磕,kē,kē,no_split
渤,bó,bó,no_split
哺,bǔ,bǔ,no_split
蚂,mà,mà,no_split
蚂,mā,mā,no_split
绷,bèng,bèng,no_split
绷,bēng,bēng,no_split
绷,běng,běng,no_split
筷,kuài,kuài,no_split
廓,kuò,kuò,no_split
噩,è,è,no_split
籽,zǐ,zǐ,no_split
敛,liǎn,liǎn,no_split
掺,càn,càn,no_split
掺,chān,chān,no_split
掺,shǎn,shǎn,no_split
滇,diān,diān,no_split
啼,tí,tí,no_split
狡,jiǎo,jiǎo,no_split
庚,gēng,gēng,no_split
屿,yǔ,yǔ,no_split
烘,hōng,hōng,no_split
徘,pái,pái,no_split
溅,jiàn,jiàn,no_split
锈,xiù,xiù,no_split
捅,tǒng,tǒng,no_split
盔,kuī,kuī,no_split
皖,wǎn,wǎn,no_split
礁,jiāo,jiāo,no_split
涡,guō,guō,no_split
涡,wō,wō,no_split
酥,sū,sū,no_split
嚣,xiāo,xiāo,no_split
驯,xùn,xùn,no_split
嘶,sī,sī,no_split
漓,lí,lí,no_split
砌,qì,qì,no_split
殴,ōu,ōu,no_split
亥,hài,hài,no_split
栓,shuān,shuān,no_split
莽,mǎng,mǎng,no_split
馅,xiàn,xiàn,no_split
睐,lài,lài,no_split
悍,hàn,hàn,no_split
簇,cù,cù,no_split
惫,bèi,bèi,no_split
绰,chuò,chuò,no_split
趾,zhǐ,zhǐ,no_split
酝,yùn,yùn,no_split
芹,qín,qín,no_split
锌,xīn,xīn,no_split
黯,àn,àn,no_split
柿,shì,shì,no_split
扼,è,è,no_split
戎,róng,róng,no_split
轧,zhá,zhá,no_split
轧,yà,yà,no_split
隋,suí,suí,no_split
沥,lì,lì,no_split
颅,lú,lú,no_split
祀,sì,sì,no_split
骇,hài,hài,no_split
渺,miǎo,miǎo,no_split
赃,zāng,zāng,no_split
鲨,shā,shā,no_split
驹,jū,jū,no_split
烹,pēng,pēng,no_split
窘,jiǒng,jiǒng,no_split
禾,hé,hé,no_split
嗅,xiù,xiù,no_split
洼,wā,wā,no_split
墩,dūn,dūn,no_split
锯,jù,jù,no_split
檐,yán,yán,no_split
梗,gěng,gěng,no_split
汹,xiōng,xiōng,no_split
瀑,pù,pù,no_split
苛,kē,kē,no_split
靡,mí,mí,no_split
靡,mǐ,mǐ,no_split
搓,cuō,cuō,no_split
捍,hàn,hàn,no_split
眶,kuàng,kuàng,no_split
跤,jiāo,jiāo,no_split
荧,yíng,yíng,no_split
墟,xū,xū,no_split
焊,hàn,hàn,no_split
榆,yú,yú,no_split
澈,chè,chè,no_split
拇,mǔ,mǔ,no_split
橘,jú,jú,no_split
疮,chuāng,chuāng,no_split
窒,zhì,zhì,no_split
粟,sù,sù,no_split
犁,lí,lí,no_split
涤,dí,dí,no_split
彤,tóng,tóng,no_split
肘,zhǒu,zhǒu,no_split
擒,qín,qín,no_split
钝,dùn,dùn,no_split
栅,shān,shān,no_split
栅,zhà,zhà,no_split
秽,huì,huì,no_split
楷,jiē,jiē,no_split
楷,kǎi,kǎi,no_split
雏,chú,chú,no_split
挟,xié,xié,no_split
靶,bǎ,bǎ,no_split
娥,é,é,no_split
泵,bèng,bèng,no_split
赦,shè,shè,no_split
嗡,wēng,wēng,no_split
掐,qiā,qiā,no_split
岔,chà,chà,no_split
砰,pēng,pēng,no_split
竿,gān,gān,no_split
淤,yū,yū,no_split
苇,wěi,wěi,no_split
颓,tuí,tuí,no_split
踊,yǒng,yǒng,no_split
曙,shǔ,shǔ,no_split
寅,yín,yín,no_split
酪,lào,lào,no_split
芜,wú,wú,no_split
叩,kòu,kòu,no_split
梧,wú,wú,no_split
沐,mù,mù,no_split
溺,nì,nì,no_split
煽,shān,shān,no_split
碘,diǎn,diǎn,no_split
沁,qìn,qìn,no_split
绽,zhàn,zhàn,no_split
肋,lē,lē,no_split
肋,lèi,lèi,no_split
辫,biàn,biàn,no_split
寥,liáo,liáo,no_split
哮,xiào,xiào,no_split
翩,piān,piān,no_split
丐,gài,gài,no_split
铐,kào,kào,no_split
糙,cāo,cāo,no_split
榨,zhà,zhà,no_split
槐,huái,huái,no_split
埠,bù,bù,no_split
婿,xù,xù,no_split
唾,tuò,tuò,no_split
猖,chāng,chāng,no_split
饵,ěr,ěr,no_split
畸,jī,jī,no_split
唬,hǔ,hǔ,no_split
吭,háng,háng,no_split
吭,kēng,kēng,no_split
莺,yīng,yīng,no_split
嘀,dí,dí,no_split
锥,zhuī,zhuī,no_split
猿,yuán,yuán,no_split
逞,chěng,chěng,no_split
侈,chǐ,chǐ,no_split
剃,tì,tì,no_split
葫,hú,hú,no_split
叽,jī,jī,no_split
晌,shǎng,shǎng,no_split
舔,tiǎn,tiǎn,no_split
孽,niè,niè,no_split
祠,cí,cí,no_split
槛,jiàn,jiàn,no_split
槛,kǎn,kǎn,no_split
脯,fǔ,fǔ,no_split
脯,pú,pú,no_split
愕,è,è,no_split
屉,tì,tì,no_split
呛,qiàng,qiàng,no_split
呛,qiāng,qiāng,no_split
拴,shuān,shuān,no_split
皓,hào,hào,no_split
辙,zhé,zhé,no_split
懦,nuò,nuò,no_split
庵,ān,ān,no_split
蹭,cèng,cèng,no_split
饺,jiǎo,jiǎo,no_split
炊,chuī,chuī,no_split
憨,hān,hān,no_split
惭,cán,cán,no_split
沽,gū,gū,no_split
褂,guà,guà,no_split
烙,lào,lào,no_split
褪,tuì,tuì,no_split
褪,tùn,tùn,no_split
聆,líng,líng,no_split
犀,xī,xī,no_split
峨,é,é,no_split
峨,éméi,éméi,no_split
茬,chá,chá,no_split
肮,āng,āng,no_split
伺,sì,sì,no_split
卤,lǔ,lǔ,no_split
绊,bàn,bàn,no_split
蹬,dēng,dēng,no_split
悖,bèi,bèi,no_split
椰,yē,yē,no_split
簧,huáng,huáng,no_split
窖,jiào,jiào,no_split
棱,léng,léng,no_split
峭,qiào,qiào,no_split
筐,kuāng,kuāng,no_split
黔,qián,qián,no_split
绚,xuàn,xuàn,no_split
婪,lán,lán,no_split
鲸,jīng,jīng,no_split
筝,zhēng,zhēng,no_split
娄,lóu,lóu,no_split
凛,lǐn,lǐn,no_split
霄,xiāo,xiāo,no_split
茸,róng,róng,no_split
葵,kuí,kuí,no_split
鳄,è,è,no_split
蝉,chán,chán,no_split
夭,yāo,yāo,no_split
涕,tì,tì,no_split
璧,bì,bì,no_split
茧,jiǎn,jiǎn,no_split
堰,yàn,yàn,no_split
邑,yì,yì,no_split
唠,lào,lào,no_split
唠,láo,láo,no_split
拭,shì,shì,no_split
伶,líng,líng,no_split
匣,xiá,xiá,no_split
讥,jī,jī,no_split
悯,mǐn,mǐn,no_split
紊,wěn,wěn,no_split
睫,jié,jié,no_split
肴,yáo,yáo,no_split
衙,yá,yá,no_split
踱,duó,duó,no_split
蕊,ruǐ,ruǐ,no_split
殉,xùn,xùn,no_split
痹,bì,bì,no_split
刁,diāo,diāo,no_split
蛤,gé,gé,no_split
栈,zhàn,zhàn,no_split
漾,yàng,yàng,no_split
嚎,háo,háo,no_split
斟,zhēn,zhēn,no_split
擂,lèi,lèi,no_split
擂,léi,léi,no_split
稠,chóu,chóu,no_split
诬,wū,wū,no_split
榕,róng,róng,no_split
孵,fū,fū,no_split
匾,biǎn,biǎn,no_split
桦,huà,huà,no_split
哆,chǐ,chǐ,no_split
疹,zhěn,zhěn,no_split
柑,gān,gān,no_split
馒,mán,mán,no_split
馒,mántou,mántou,no_split
蔼,ǎi,ǎi,no_split
拷,kǎo,kǎo,no_split
碾,niǎn,niǎn,no_split
捎,shāo,shāo,no_split
捎,shào,shào,no_split
吆,yāo,yāo,no_split
衅,xìn,xìn,no_split
亢,kàng,kàng,no_split
荔,lì,lì,no_split
刨,bào,bào,no_split
刨,páo,páo,no_split
呻,shēn,shēn,no_split
懊,ào,ào,no_split
胰,yí,yí,no_split
豚,tún,tún,no_split
桨,jiǎng,jiǎng,no_split
舵,duò,duò,no_split
缭,liáo,liáo,no_split
喳,zhā,zhā,no_split
钳,qián,qián,no_split
撩,liáo,liáo,no_split
撩,liāo,liāo,no_split
绢,juàn,juàn,no_split
锄,chú,chú,no_split
瘩,dá,dá,no_split
啰,luó,luó,no_split
酌,zhuó,zhuó,no_split
篱,lí,lí,no_split
腮,sāi,sāi,no_split
蘑,mó,mó,no_split
猾,huá,huá,no_split
砚,yàn,yàn,no_split
蔗,zhè,zhè,no_split
缎,duàn,duàn,no_split
晦,huì,huì,no_split
叼,diāo,diāo,no_split
隘,ài,ài,no_split
脓,nóng,nóng,no_split
酵,jiào,jiào,no_split
撬,qiào,qiào,no_split
弛,chí,chí,no_split
袄,ǎo,ǎo,no_split
搀,chān,chān,no_split
鸥,ōu,ōu,no_split
撮,cuō,cuō,no_split
撮,zuǒ,zuǒ,no_split
簸,bǒ,bǒ,no_split
簸,bò,bò,no_split
倔,juè,juè,no_split
忱,chén,chén,no_split
禀,bǐng,bǐng,no_split
镐,gǎo,gǎo,no_split
镐,hào,hào,no_split
瞳,tóng,tóng,no_split
毡,zhān,zhān,no_split
贻,yí,yí,no_split
瘟,wēn,wēn,no_split
缤,bīn,bīn,no_split
陨,yǔn,yǔn,no_split
晾,liàng,liàng,no_split
唧,jī,jī,no_split
睬,cǎi,cǎi,no_split
酣,hān,hān,no_split
芥,jiè,jiè,no_split
庶,shù,shù,no_split
巅,diān,diān,no_split
圃,pǔ,pǔ,no_split
篡,cuàn,cuàn,no_split
耘,yún,yún,no_split
渲,xuàn,xuàn,no_split
祟,suì,suì,no_split
侥,jiǎo,jiǎo,no_split
褒,bāo,bāo,no_split
芋,yù,yù,no_split
镀,dù,dù,no_split
羚,líng,líng,no_split
徙,xǐ,xǐ,no_split
埂,gěng,gěng,no_split
锚,máo,máo,no_split
赘,zhuì,zhuì,no_split
羹,gēng,gēng,no_split
瓢,piáo,piáo,no_split
茉,mò,mò,no_split
鲤,lǐ,lǐ,no_split
笙,shēng,shēng,no_split
惰,duò,duò,no_split
捶,chuí,chuí,no_split
脐,qí,qí,no_split
惦,diàn,diàn,no_split
惋,wǎn,wǎn,no_split
忿,fèn,fèn,no_split
鹊,què,què,no_split
幌,huǎng,huǎng,no_split
掰,bāi,bāi,no_split
淆,xiáo,xiáo,no_split
恬,tián,tián,no_split
褥,rù,rù,no_split
灸,jiǔ,jiǔ,no_split
戊,wù,wù,no_split
痊,quán,quán,no_split
羔,gāo,gāo,no_split
檀,tán,tán,no_split
迂,yū,yū,no_split
藕,ǒu,ǒu,no_split
屹,yì,yì,no_split
秆,gǎn,gǎn,no_split
拗,ào,ào,no_split
拗,niù,niù,no_split
坯,pī,pī,no_split
垢,gòu,gòu,no_split
漱,shù,shù,no_split
骡,luó,luó,no_split
鬓,bìn,bìn,no_split
箫,xiāo,xiāo,no_split
驮,duò,duò,no_split
驮,tuó,tuó,no_split
憔,qiáo,qiáo,no_split
跷,qiāo,qiāo,no_split
蚌,bàng,bàng,no_split
馋,chán,chán,no_split
瘪,biě,biě,no_split
瘪,biē,biē,no_split
赡,shàn,shàn,no_split
蜗,wō,wō,no_split
诲,huì,huì,no_split
椭,tuǒ,tuǒ,no_split
蠕,rú,rú,no_split
樟,zhāng,zhāng,no_split
涧,jiàn,jiàn,no_split
秸,jiē,jiē,no_split
蜕,tuì,tuì,no_split
隅,yú,yú,no_split
谤,bàng,bàng,no_split
粱,liáng,liáng,no_split
疟,nüè,nüè,no_split
疟,yào,yào,no_split
殃,yāng,yāng,no_split
囱,cōng,cōng,no_split
峦,luán,luán,no_split
抠,kōu,kōu,no_split
萤,yíng,yíng,no_split
鳖,biē,biē,no_split
蜒,yán,yán,no_split
涮,shuàn,shuàn,no_split
蝗,huáng,huáng,no_split
锰,měng,měng,no_split
啄,zhuó,zhuó,no_split
偎,wēi,wēi,no_split
霎,shà,shà,no_split
跺,duò,duò,no_split
砾,lì,lì,no_split
螃,páng,páng,no_split
酗,xù,xù,no_split
糯,nuò,nuò,no_split
甥,shēng,shēng,no_split
吝,lìn,lìn,no_split
挎,kuà,kuà,no_split
痢,lì,lì,no_split
椿,chūn,chūn,no_split
宦,huàn,huàn,no_split
蛾,é,é,no_split
吠,fèi,fèi,no_split
掂,diān,diān,no_split
梆,bāng,bāng,no_split
荤,hūn,hūn,no_split
馍,mó,mó,no_split
匕,bǐ,bǐ,no_split
帚,zhǒu,zhǒu,no_split
恃,shì,shì,no_split
