definition_id,example_sn,example_cn,example_en,example_img
25414,1,富国强兵,enrich the country and strengthen national defence; make the country prosperous and the army strong,
25414,2,强身之道。,way to keep fit (by physical exercises and/or by taking tonics),
25415,1,今年的庄稼比去年更强。,The crops are doing better this year than last year.,
25416,1,实际产量超过原定计划12%强。,The actual output has exceeded a little over 12 per cent of the original plan.,
25421,1,强笑,force a smile; give a forced smile,
25421,2,强辩,try to make a case through false arguments; defend oneself by sophistry,
25421,3,强不知以为知。,pretend to know what one does not know,
25431,1,倔强。,unbending; obdurate; obstinate,
25511,1,创造,create,
25511,2,建造,build; construct,
25511,3,造船,construct a boat,
25511,4,造纸,manufacture paper,
25511,5,造预算,draw up (or make) a budget,
25511,6,造名册。,compile a register of names,
25512,1,造谣。,cook up a story; spread a rumour,
25513,1,两造,both parties,
25513,2,甲造。,first party,
25514,1,早造,early crop,
25514,2,晚造,late crop,
25514,3,一年三造皆丰收。,(We) reaped three bumper crops this year.,
25515,1,造访,pay a visit to sb.'s house; call on,
25515,2,登峰造极。,reach great heights; reach the peak of perfection,
25516,1,造诣,academic attainments; artistic accomplishments,
25516,2,深造。,pursue advanced studies; undertake further specialized training,
25517,1,可造之才。,talented person of promise; promising young person,
25611,1,分类,classify; categorize,
25611,2,同类。,the same kind,
25612,1,类人猿,anthropoid; ape,
25612,2,画虎不成反类狗。,Try to draw a tiger but end up with the likeness of a dog; attempt something too ambitious and end in failure.,
25711,1,受贿,take or accept bribes,
25711,2,受教育,receive an education,
25711,3,受到帮助。,receive help,
25712,1,受灾,be hit by a natural calamity,
25712,2,受批评,be criticized,
25712,3,受委屈。,suffer a wrong or an injustice,
25713,1,受不了,cannot stand (or endure),
25713,2,受得住。,able to withstand or bear,
25714,1,受吃(吃着有味),pleasant to the taste,
25714,2,受看(看着舒服),nice looking,
25714,3,受听(听着入耳)。,pleasant to the ear; sweet sounding,
25811,1,打场,threshing,
25811,2,起场。,store up aired crops,
25812,1,赶场。,go to the country fair,
25813,1,一场透雨,a heavy rain,
25813,2,一场大战。,a fierce battle,
25822,1,上场,"enter stage (used in a script, scenario, libretto, etc.)",
25822,2,下场。,exit stage,
25823,1,官场,officialdom,
25823,2,名利场,vanity fair,
25823,3,逢场作戏。,join in the fun on occasion,
25824,1,现场,spot; scene,
25824,2,当场,on the spot,
25824,3,事故发生时我正好在场。,I happened to be there when the accident occurred.,
25825,1,开场,beginning (of a game or performance),
25825,2,终场。,ending (of a game or performance),
25826,1,三场球赛,three ball games,
25826,2,跳一场舞。,have a dance,
25827,1,三场球赛,three ball games,
25827,2,跳一场舞。,have a dance,
26011,1,笔直,bolt straight,
26011,2,马路又平又直,The streets are smooth and straight.,
26011,3,你把铁丝拉直。,Straighten that piece of wire.,
26012,1,直升机。,helicopter,
26013,1,直行的文字,characters written from top to bottom,
26013,2,"屋子很大,直里有两丈,横里有四丈。","The room is spacious, measuring two zhang in length and four zhang in width.",
26014,1,直起腰来。,straighten one's back; stand up straight,
26015,1,正直,upright; fair-minded,
26015,2,理直气壮。,feel confident with justice on one's side,
26016,1,直性子,straightforward; downright,
26016,2,心直口快,plain-spoken and straightforward,
26016,3,直呼其名,call sb. by name,
26016,4,直言不讳,speak without reservation,
26016,5,"他嘴直,藏不住话。",He is outspoken and never minces words.,
26017,1,列车直达北京,The train goes through to Beijing.,
26017,2,游艺会直到中午才结束。,The garden party did not come to an end until noon.,
26018,1,列车直达北京,The train goes through to Beijing.,
26018,2,游艺会直到中午才结束。,The garden party did not come to an end until noon.,
26019,1,他看着我直笑,He just smiled at me.,
26019,2,我冷得直哆嗦。,I was so cold that I kept shivering.,
26020,1,痛得直像针扎一样难受。,feel a piercing pain,
26111,1,月食,lunar eclipse,
26111,2,月光,moonlight,
26111,3,赏月。,enjoy the beauty of the moon,
26112,1,月刊,monthly,
26112,2,月产量。,monthly output,
26113,1,月刊,monthly,
26113,2,月产量。,monthly output,
26114,1,月琴,yueqin (three- or four-stringed moon-shaped Chinese mandolin),
26114,2,月饼。,moon cake,
26211,1,流汗,perspire; sweat; perspire profusely,
26211,2,流血,bleed; shed blood,
26211,3,流鼻涕,have a running nose,
26211,4,水往低处流。,Water flows downwards to a lower place.,
26212,1,流转,roam; wander about; be on the move,
26212,2,流通,"(of air, money, commodities, etc.) flow; circulate",
26212,3,流沙,drift sand; shifting sand; quicksand; running sand,
26212,4,流星。,meteor; shooting star,
26213,1,流芳,leave a good name; leave a reputation,
26213,2,流言。,gossip; rumour,
26214,1,流于形式,become a mere formality; become formalistic,
26214,2,放任自流。,let things drift,
26215,1,流放。,banish; send into exile,
26216,1,河流,river,
26216,2,洪流,mighty torrent; powerful current,
26216,3,急流,rapid stream,
26216,4,中流,midstream,
26216,5,流。,open up the source and regulate the flow,
26217,1,气流,air current,
26217,2,暖流,warm current,
26217,3,寒流,cold current; cold wave,
26217,4,电流。,electric current,
26218,1,名流,well-known people,
26218,2,女流,women; weaker sex,
26218,3,第一流,first class or grade,
26218,4,不入流,unqualified,
26218,5,三教九流。,people in various trades; people of all walks,
26311,1,表决,decide by vote; vote on,
26311,2,判决,sentence; make a court decision; pass a judgement,
26311,3,犹豫不决,hesitate,
26311,4,决一雌雄。,have a showdown with sb.; fight it out,
26312,1,决不退缩,never yield to sth. or sb.,
26312,2,决无异言。,have no disagreement whatsoever,
26313,1,决赛,finals,
26313,2,决战,decisive battle,
26313,3,今日乒乓球赛要决出前三名。,Today's table tennis match will decide the first three winners.,
26314,1,枪决,execute by a firing squad,
26314,2,处决,put to death,
26314,3,立决。,immediately carry out a death sentence,
26315,1,溃决。,(of a dam) burst,
26421,1,树干,trunk,
26421,2,骨干。,backbone; mainstay,
26422,1,调干,"(of a worker, farmer, etc.) enrolled as a government functionary",
26422,2,干群关系。,relations between cadres and the masses,
26423,1,干犯。,encroach upon,
26424,1,干连,be responsible for,
26424,2,干涉,intervene; concern oneself with,
26424,3,这件事与你无干。,It has nothing to do with you. or This is none of your business.,
26425,1,干禄。,seek official emoluments,
26426,1,实干,work in a down-to-earth manner; do solid work,
26426,2,干活ㄦ,work on sth.,
26426,3,埋头苦干。,bury oneself in work,
26427,1,干练,capable and experienced,
26427,2,干才。,capable person,
26428,1,他干过厂长。,He once acted as factory director.,
26429,1,要干,It's going wrong.,
26429,2,"干了,钥匙忘在屋里了。",Oh no! Disaster! I've left my key in my room.,
26430,1,江干,river bank,
26430,2,河干。,riverside,
26431,1,干支。,Heavenly Stems and Earthly Branches,
26432,1,干燥,dry,
26432,2,干柴,dry firewood,
26432,3,油漆未干,wet paint,
26432,4,衣服晾干了。,The washing has aired dry.,
26433,1,干洗,dry cleaning,
26433,2,干馏法。,dry distillation,
26435,1,外强中干,outwardly strong but inwardly weak,
26435,2,钱都花干了。,The money has been used up.,
26436,1,干笑,hollow laugh,
26436,2,干号(háo)。,cry aloud without tears; affected wailing,
26437,1,干妈,godmother,
26437,2,干儿子。,godson,
26438,1,干着急,be anxious but helpless to do anything,
26438,2,干瞪眼,look on in despair; unable to help,
26438,3,"干打雷,不下雨。",all thunder but no rain; pay lip service to,
26439,1,你说话别那么干。,Don't be so coarse.,
26440,1,我又干了他一顿。,I embarrassed him once again.,
26441,1,"主人走了,把咱们干起来了。","The host left, leaving us to ourselves.",
26511,1,准则,criterion; standard,
26511,2,以身作则。,set an example by one's own conduct,
26512,1,总则,general rules,
26512,2,细则,procedural provisions,
26512,3,法则。,law; rule,
26513,1,试题三则,three examination questions,
26513,2,新闻两则,two news items,
26513,3,寓言四则。,four fables,
26514,1,试题三则,three examination questions,
26514,2,新闻两则,two news items,
26514,3,寓言四则。,four fables,
26515,1,"每一巨弹堕地,则火光迸裂。",Each fall of the huge bomb was accompanied by an explosion of light and fire.,
26515,2,表示因果或情理上的联系,[indicating causal relationship],
26515,3,欲速则不达,"More haste, less speed. or Haste makes waste.",
26515,4,"物体热则胀,冷则缩。",Objects expand when heated and contract when cooled.,
26515,5,表示对比,[indicating contrast],
26515,6,"旧的制度已经腐朽,新的制度则如旭日东升。","The old system is decaying, while the new one is rising like the morning sun in the eastern sky.",
26515,7,用在相同的两个词之间表示让步,[used between two identical words to indicate concession],
26515,8,"好则好,只是太贵。","Good as it is, it's too expensive.",
26516,1,"墨子在归途上,是走得较慢了,一则力乏,二则脚痛,三则干粮已经吃完,难免觉得肚子饿,四则事情已经办妥,不像来时的匆忙。","Mozi slowed down his pace on his way back because, first, he was tired; second, his feet hurt; third, he was running out of solid food and naturally felt hungry; and fourth, he was not in as much a hurry as when he came because he had finished his task.",
26517,1,此则余之过也。,This is my fault.,
26611,1,"刮了一夜北风,天更冷了",The weather got even colder after a north wind blew all night.,
26611,2,更好地工作。,work better,
26612,1,更上一层楼。,strive for further improvement,
26621,1,变更,change,
26621,2,更改,change,
26621,3,更衣,change dresses,
26621,4,更名改姓,change one's whole name,
26621,5,除旧更新。,replace the old with the new,
26622,1,少不更事。,young and inexperienced,
26623,1,打更,sound the night watch,
26623,2,三更半夜。,in the dead of the night,
26711,1,红色,red,
26711,2,三色版,three-colour printing block,
26711,3,五颜六色。,multi-coloured; colourful,
26712,1,喜形于色,light up with pleasure; look pleased,
26712,2,面不改色,do not change colour; keep one's face bravely; preserve appearance,
26712,3,和颜悦色。,kind and pleasant countenance; amiable manner,
26713,1,货色,goods,
26713,2,各色各样。,rich and varied,
26714,1,景色,scenery,
26714,2,夜色,nocturnal scene,
26714,3,行色匆匆。,hit the road in haste,
26715,1,成色,purity (of gold),
26715,2,足色。,per cent pure,
26716,1,姿色,good looks,
26716,2,色艺双绝。,be at once a stunning beauty and a consummate artist,
26717,1,色情,pornography,
26717,2,色胆。,unbridled lust,
26811,1,穴居野处。,live in caves and the wild,
26812,1,处得来,get along well,
26812,2,处不来,difficult to get along,
26812,3,"他的脾气好,容易处。",He is good-tempered and easy to get along with.,
26813,1,处心积虑,scheme for a long time,
26813,2,设身处地,put oneself in another's shoes,
26813,3,我们工厂正处在发展、完善的阶段。,Our factory is in a period of development and improvement.,
26814,1,论处,"punish (according to law, etc.)",
26814,2,处理。,deal with,
26815,1,惩处,punish,
26815,2,处以徒刑。,sentence to jail,
26821,1,住处,living quarters,
26821,2,心灵深处,depth of the heart; inner world,
26821,3,"大处着眼,小处着手。",take into consideration important issues but proceed by solving problems at hand,
26822,1,科研处,research department,
26822,2,总务处,general affairs department,
26822,3,办事处,office,
26822,4,联络处。,liaison office,
26911,1,陆路,land route,
26911,2,水路,water route; waterway,
26911,3,大路,main road,
26911,4,同路。,on the same way; go the same way,
26912,1,八千里路,"a distance of 8,000 li; a journey over 8,000 li",
26912,2,路遥知马力。,A horse's strength is to be known only after covering a long distance; distance tests a horse's stamina.,
