hanzi,pinyin,pos,definition_id,origin_definition_cn,definition_cn,origin_definition_en,definition_en
侮辱,wǔ rǔ,动词,978511,"使对方人格或名誉受到损害,蒙受耻辱",损害他人人格或名誉,insult; humiliate; subject sb. to indignities,insult
侯,hóu,名词,209311,封建五等爵位的第二等,封建爵位第二等,second of the five ranks of nobility in feudal China,marquis
侯,hóu,名词,209312,泛指达官贵人,泛指贵族或高官,(in a broad sense) nobleman or high official,nobleman
侯,hóu,名词,209313,(Hóu)姓。,姓氏,a surname,a surname
侯,hòu,名词,209321,"闽侯(Mǐnhòu),地名,在福建。",福建地名,"Minhou, name of a place in Fujian Province",place name
侵,qīn,动词,99411,侵入,强行进入,invade; intrude into; infringe upon; encroach on,invade
侵,qīn,动词,99412,接近(天明),接近（天明）,approaching (daybreak),approach
侵犯,qīn fàn,动词,935311,"非法干涉别人,损害其权利",非法损害他人权利,encroach on; infringe upon; violate; interfere with others illegally to infringe upon their rights,violate
侵犯,qīn fàn,动词,935312,侵入别国领域,侵入他国领土,invade the territory of another country; make inroads on; encroach or infringe on,invade
侵略,qīn lüè,动词,742011,"指一个国家(或几个国家联合起来)侵犯别国的领土、主权,掠夺并奴役别国的人民。侵略的主要形式是武装入侵,有时也采用政治干涉、经济和文化渗透等方式",一国侵犯他国领土主权并奴役其人民,"aggression; invasion; (of one nation or several allied nations) act of invading the territory, infringing upon the sovereignty, and plundering and enslaving the people of another country by resorting to the use of force in the main and at times by such means as political interference, and economic and cultural infiltration",aggression
便,biàn,形容词,30721,方便;便利,方便的；便利的,convenient; handy,convenient
便,biàn,名词,30722,方便的时候或顺便的机会,方便的时机,when an opportunity arises; when it is convenient,opportunity
便,biàn,形容词,30723,非正式的;简单平常的,非正式的；简单平常的,informal; simple,informal; simple
便,biàn,名词,30724,屎或尿,屎或尿,shit or piss; stool or urine,stool or urine
便,biàn,动词,30725,排泄屎、尿,排泄屎、尿,excrete; relieve oneself,excrete
便,biàn,副词,30726,就,表示顺承关系，相当于“就”,then; in that case,then; in that case
便,biàn,连词,30727,表示假设的让步,表示假设的让步，相当于“即使”,[indicating a hypothetical concession] even if,even if
便于,biàn yú,形容词,806111,比较容易(做某事),容易（做某事）,easy to; convenient for,easy to; convenient for
便利,biàn lì,形容词,805911,使用或行动起来不感觉困难;容易达到目的,使用方便；容易达到目的,not difficult to use or act upon; suitable for the purpose,convenient
便利,biàn lì,动词,805912,使便利,使方便或容易,facilitate,facilitate
便宜,biàn yí,形容词,573711,方便合适;便利。,方便合适；有利,convenient; advantageous,convenient; advantageous
便宜,pián yi,形容词,573721,价钱低。,价格低廉,cheap; at a bargain price,cheap
便宜,pián yi,名词,573722,不应得的利益,不应得的利益,unearned gains; unmerited advantages,unearned gains
便宜,pián yi,动词,573723,使得到便宜,使获得不应得的利益,let sb. off lightly; give sb. unmerited advantages,let sb. off lightly
便条,biàn tiáo,名词,2060369,简短的书面留言,简短的书面留言,note; short written message,note
促,cù,形容词,82311,时间短,时间短,(of time) short; hurried; urgent,urgent
促,cù,动词,82312,催;推动,催;推动,urge; promote,urge
促,cù,动词,82313,靠近,靠近,close to; near,close to
促使,cù shǐ,动词,684211,推动使达到一定目的,推动以达到目的,precipitate; impel; urge; spur,impel
促进,cù jìn,动词,684111,促使前进;推动使发展,推动发展,promote; advance; accelerate; boost; facilitate; encourage; further; gear up,promote
俄,é,副词,138411,时间很短;突然间,短暂；突然,in a short time; suddenly; all of a sudden,suddenly
俄,é,名词,138421,指俄罗斯帝国。,指俄罗斯帝国,Russian Empire (1721-1917),Russian Empire
俄,é,名词,138422,指俄罗斯联邦。,指俄罗斯联邦,Russian Federation,Russian Federation
俄,é,名词,138423,指苏联。,指苏联,another name for the Union of the Soviet Socialist Republics,USSR
俊,jùn,形容词,229111,相貌清秀好看,相貌清秀好看,cute; handsome; pretty; beautiful,handsome
俊,jùn,形容词,229112,才智出众的,才智出众,outstanding; talented,talented
俎,zǔ,名词,511011,祭祀时盛牛羊等祭品的器具。,古代祭祀时盛放祭品的器具,sacrificial vessel,sacrificial vessel
俎,zǔ,名词,511012,割肉类用的砧板。,切肉用的砧板,chopping block used in slaughtering,chopping block
俎,zǔ,名词,511013,(Zǔ)姓。,姓氏,a surname,a surname
俏,qiào,形容词,300211,俊俏;样子好看; 动作灵活,俊俏；动作灵活,pretty; handsome; good-looking; smart; dexterous and quick to act,pretty
俏,qiào,形容词,300212,指货物的销路好,销路好,sell like hot cakes; sell well; be saleable; be in great demand,sell well
俏,qiào,动词,300213,烹调时加上(俏头),烹调时添加配料,seasoning; season a dish when cooking,season
俑,yǒng,名词,413711,古代殉葬的偶像,古代殉葬的偶像,wooden or earthen human figure buried with the dead in ancient times; tomb figure; figurine,tomb figurine
俗,sú,名词,112411,风俗,风俗习惯,custom; convention,custom
俗,sú,形容词,112412,大众的;普遍流行的,大众化的；普遍流行的,popular; common,popular
俗,sú,形容词,112413,庸俗,庸俗；不高雅,vulgar,vulgar
俗,sú,名词,112414,指没出家的人(区别于出家的佛教徒等as compared with‘Buddhist monks’}),未出家的人（与出家人相对）,secular; lay,lay
俗话,sú huà,名词,2060383,民间流传的俗语,民间流传的通俗语句,proverb; folk saying,proverb
俘虏,fú lǔ,动词,852311,打仗时捉住(敌人),抓获（敌人）,capture; take prisoner,capture
俘虏,fú lǔ,名词,852312,打仗时捉住的敌人,被抓获的敌人,captive; captured personnel; prisoner of war,prisoner of war
俚,lǐ,形容词,407911,俚俗,粗俗；不文雅,vulgar; rustic; unrefined,vulgar
保,bǎo,动词,30811,保护;保卫,保护；防卫,protect; defend,protect
保,bǎo,动词,30812,保持,维持原状,keep; maintain; preserve,maintain
保,bǎo,动词,30813,保证;担保做到,确保；担保,guarantee; ensure,guarantee
保,bǎo,动词,30814,担保(不犯罪、不逃走等),为...作担保,stand guarantor (or surety) for; bail,bail
保,bǎo,名词,30815,保人;保证人,担保人,guarantor,guarantor
保,bǎo,名词,30816,户籍的编制单位。,户籍编制单位,"bao; administrative system organized on the basis of households, with each 保bǎo consisting of several 甲jiǎ",administrative unit
保,bǎo,名词,30817,(Bǎo)姓。,姓氏,a surname,a surname
保养,bǎo yǎng,动词,799911,保护调养,保护调养（身体）,take good care of one's health,conserve
保养,bǎo yǎng,动词,799912,"保护修理,使保持正常状态",维护（设备等）,maintain; keep in good repair,maintain
保卫,bǎo wèi,动词,799811,保护使不受侵犯,保护使不受侵犯,defend; safeguard,safeguard
保姆,bǎo mǔ,名词,799611,受雇为人照管儿童或为人从事家务劳动的妇女。,受雇照看儿童或料理家务的女性,housemaid; housekeeper; female servant employed to care for children or to do housework;,nanny
保姆,bǎo mǔ,名词,799612,保育员的旧称。,受雇照料儿童或从事家务劳动的妇女。,old term for 保育员bǎoyùyuán,nanny; housemaid
保存,bǎo cún,动词,670011,"使事物、性质、意义、作风等继续存在,不受损失或不发生变化",使事物维持原状，避免损失或变化。,"preserve; conserve; keep; ensure no change or damage to object, quality, significance, attitude, etc.",preserve
保守,bǎo shǒu,动词,799711,保持使不失去,守护并维持，防止失去。,guard; keep,guard
保守,bǎo shǒu,形容词,799712,"维持原状,不求改进;跟不上形势的发展(多指思想)",思想或行为守旧，不愿改变。,conservative; tending or disposed to maintain status quo; (of one's way of thinking) unable to keep up with a changing situation,conservative
保密,bǎo mì,动词,799511,"保守机密,不泄漏出去",严守秘密，防止泄露。,maintain secrecy; keep sth. secret; confidentiality,keep secret
保护,bǎo hù,动词,610811,"尽力照顾,使不受损害",尽力照料，使其免受伤害。,care and protect from harm; safeguard,protect
保持,bǎo chí,动词,669911,"维持(原状),使不消失或减弱",维持原状，使其不消失或减弱。,keep; maintain; preserve,maintain
保留,bǎo liú,动词,670111,保存不变,保存原样不变。,remain as before; retain,retain
保留,bǎo liú,动词,670112,暂时留着不处理,暂时搁置，留待以后处理。,lay aside for future solution; put on hold,reserve
保留,bǎo liú,动词,670113,表示不赞同或有异议,持有不同意见或异议。,have reservations; disagree,disagree
保留,bǎo liú,动词,670114,"留下,不拿出来",留下而不拿出。,retain,withhold
保管,bǎo guǎn,动词,799411,保藏和管理,负责物品的收藏和管理。,take care of; store and manage,custody
保管,bǎo guǎn,名词,799412,在仓库中做保藏和管理工作的人,在仓库中做保藏和管理工作的人,warehouse keeper; custodian,warehouse keeper
保管,bǎo guǎn,动词,799413,完全有把握;担保,完全有把握；确保。,for certain; assure,guarantee
保证,bǎo zhèng,动词,610911,担保;担保做到,承诺并确保做到。,pledge; guarantee; assure; ensure,guarantee
保证,bǎo zhèng,动词,610912,"确保既定的要求和标准,不打折扣",确保符合要求和标准。,"guarantee; promise to meet requirements and standards to the letter, without reservation",ensure
保证,bǎo zhèng,名词,610913,作为担保的事物,用作担保的事物。,that which guarantees,guarantee
保重,bǎo zhòng,动词,800111,(希望别人)注意身体健康,（嘱咐他人）注意身体健康。,(to express concern about sb. else's health,take care
保险,bǎo xiǎn,名词,670211,"集中分散的社会资金,补偿因自然灾害、意外事故或人身伤亡而造成的损失的方法。参加保险的人或单位,向保险机构按期缴纳一定数量的费用,保险机构对在保险责任范围内所受的损失负赔偿责任。",通过缴纳费用获得损失赔偿的金融制度。,"insurance; system for pooling scattered social resources to compensate people for losses caused by natural disasters, accidents, personal injuries or death. The insured individual or organization pays a regular premium, and the insurance company is responsible for indemnifying them for losses within the specified contingencies.",insurance
保险,bǎo xiǎn,形容词,670212,稳妥可靠,安全可靠。,sure; safe,safe
保险,bǎo xiǎn,动词,670213,担保,确保；担保。,assurance; for sure,assure
保障,bǎo zhàng,动词,800011,"保护(生命、财产、权利等),使不受侵犯和破坏",保护（权利、财产等）免受侵害。,"protect (life, property, rights, etc.) from damage or violation",safeguard
保障,bǎo zhàng,名词,800012,起保障作用的事物,提供保护的事物或措施。,guarantee,guarantee
俞,yú,感叹词,290911,"文言叹词,表示允许。",文言叹词，表示同意。,[an interjection in classical Chinese indicating consent] all right,all right
俞,yú,名词,290912,(Yú)姓。,姓氏。,a surname,a surname
俟,sì,动词,404321,等待,等待。,wait,wait
