cihui,pinyin,rank
中标,zhong4'biao1,11383
专注,zhuan1'zhu4,11384
不合,bu4'he2,11385
打官司,da3'guan1'si,11386
国事,guo2'shi4,11387
海区,hai3'qu1,11388
惊恐,jing1'kong3,11389
军舰,jun1'jian4,11390
络绎不绝,luo4'yi4'bu4'jue2,11391
铜钱,tong2'qian2,11392
新居,xin1'ju1,11393
战乱,zhan4'luan4,11394
阵线,zhen4'xian4,11395
指甲,zhi3'jia3,11396
儿媳,er2'xi2,11397
感知,gan3'zhi1,11398
见效,jian4'xiao4,11399
留言,liu2'yan2,11400
入睡,ru4'shui4,11401
授课,shou4'ke4,11402
田园,tian2'yuan2,11403
弯曲,wan1'qu1,11404
校门,xiao4'men2,11405
叶片,ye4'pian4,11406
忧伤,you1'shang1,11407
政企,zheng4'qi3,11408
坐标,zuo4'biao1,11409
短信,duan3'xin4,11410
沐浴,mu4'yu4,11411
树干,shu4'gan4,11412
细微,xi4'wei1,11413
报送,bao4'song4,11414
不景气,bu4'jing3'qi4,11415
荡漾,dang4'yang4,11416
继往开来,ji4'wang3'kai1'lai2,11417
讲演,jiang3'yan3,11418
失落,shi1'luo4,11419
演示,yan3'shi4,11420
愈加,yu4'jia1,11421
远程教育,yuan3'cheng2'jiao4'yu4,11422
高祖,gao1'zu3,11423
剪纸,jian3'zhi3,11424
解放区,jie3'fang4'qu1,11425
戒毒,jie4'du2,11426
开垦,kai1'ken3,11427
冷暖,leng3'nuan3,11428
例行,li4'xing2,11429
磨难,mo2'nan4,11430
揍,zou4,11431
不意,bu4'yi4,11432
查封,cha2'feng1,11433
出海,chu1'hai3,11434
低迷,di1'mi2,11435
简要,jian3'yao4,11436
裸露,luo3'lu4,11437
皮包,pi2'bao1,11438
商讨,shang1'tao3,11439
头等,tou2'deng3,11440
相称,xiang1'chen4,11441
野兽,ye3'shou4,11442
种群,zhong3'qun2,11443
北京时间,bei3'jing1'shi2'jian1,11444
卜,bu3,11446
长河,chang2'he2,11447
留意,liu2'yi4,11448
票据,piao4'ju4,11449
全集,quan2'ji2,11450
月初,yue4'chu1,11451
展品,zhan3'pin3,11452
张贴,zhang1'tie1,11453
至上,zhi4'shang4,11454
编号,bian1'hao4,11455
葛,ge2,11456
技工,ji4'gong1,11457
简洁,jian3'jie2,11458
厉声,li4'sheng1,11459
联结,lian2'jie2,11460
灭绝,mie4'jue2,11461
品味,pin3'wei4,11462
狭,xia2,11463
搏,bo2,11464
不可或缺,bu4'ke3'huo4'que1,11465
广度,guang3'du4,11466
经济作物,jing1'ji4'zuo4'wu4,11467
女兵,nv3'bing1,11468
囚,qiu2,11469
日光,ri4'guang1,11470
天鹅,tian1'e2,11471
外在,wai4'zai4,11472
野心,ye3'xin1,11473
远东,yuan3'dong1,11474
道士,dao4'shi4,11475
雕像,diao1'xiang4,11476
机密,ji1'mi4,11477
开场,kai1'chang3,11478
浓缩,nong2'suo1,11479
少不了,shao3'bu'liao3,11480
压制,ya1'zhi4,11481
增效,zeng1'xiao4,11482
挣脱,zheng4'tuo1,11483
沉闷,chen2'men4,11484
迟早,chi2'zao3,11485
关口,guan1'kou3,11486
羁押,ji1'ya1,11487
傻瓜,sha3'gua1,11488
实有,shi2'you3,11489
悬念,xuan2'nian4,11490
加班,jia1'ban1,11491
结识,jie2'shi2,11492
盘旋,pan2'xuan2,11493
深邃,shen1'sui4,11494
学识,xue2'shi2,11495
分会,fen1'hui4,11496
青蛙,qing1'wa1,11497
特派员,te4'pai4'yuan2,11498
隐约,yin3'yue1,11499
轧,zha2,11500
钓鱼,diao4'yu2,11501
即位,ji2'wei4,11502
敏捷,min3'jie2,11503
想见,xiang3'jian4,11504
姨妈,yi2'ma1,11505
读本,du2'ben3,11506
黄瓜,huang2'gua1,11507
检阅,jian3'yue4,11508
泪珠,lei4'zhu1,11509
明朗,ming2'lang3,11510
新意,xin1'yi4,11511
与众不同,yu3'zhong4'bu4'tong2,11512
澡,zao3,11513
出厂,chu1'chang3,11514
东边,dong1'bian1,11515
方位,fang1'wei4,11516
概,gai4,11517
干流,gan4'liu2,11518
口腔,kou3'qiang1,11519
捻,nian3,11520
前程,qian2'cheng2,11521
燃气,ran2'qi4,11522
相待,xiang1'dai4,11523
高粱,gao1'liang,11524
毫升,hao2'sheng1,11525
机能,ji1'neng2,11526
吉尔吉斯斯坦,ji2'er3'ji2'si1'si1'tan3,11527
军工,jun1'gong1,11528
问及,wen4'ji2,11529
峡,xia2,11530
发亮,fa1'liang4,11531
贵宾,gui4'bin1,11532
军国主义,jun1'guo2'zhu3'yi4,11533
满身,man3'shen1,11534
屈服,qu1'fu2,11535
小院儿,xiao3'yuan4'er2,11536
修好,xiu1'hao3,11537
蘸,zhan4,11538
主力军,zhu3'li4'jun1,11539
专业户,zhuan1'ye4'hu4,11540
转播,zhuan3'bo1,11541
扁担,bian3'dan,11542
层出不穷,ceng2'chu1'bu4'qiong2,11543
好话,hao3'hua4,11544
免职,mian3'zhi2,11545
齐心协力,qi2'xin1'xie2'li4,11546
爪,zhao3,11547
珍稀,zhen1'xi1,11548
住所,zhu4'suo3,11549
电缆,dian4'lan3,11550
儿媳妇儿,er2'xi2'fu'er,11551
荒漠,huang1'mo4,11552
婚事,hun1'shi4,11553
偶像,ou3'xiang4,11554
市容,shi4'rong2,11555
外头,wai4'tou2,11556
血压,xue4'ya1,11557
征税,zheng1'shui4,11558
总管,zong3'guan3,11559
定理,ding4'li3,11560
后生,hou4'sheng1,11561
救命,jiu4'ming4,11562
旗号,qi2'hao4,11563
憔悴,qiao2'cui4,11564
枉,wang3,11565
得天独厚,de2'tian1'du2'hou4,11566
姑姑,gu1'gu1,11567
古籍,gu3'ji2,11568
鼓动,gu3'dong4,11569
嫁接,jia4'jie1,11570
领悟,ling3'wu4,11571
判定,pan4'ding4,11572
启蒙,qi3'meng2,11573
黔,qian2,11574
擅长,shan4'chang2,11575
少将,shao4'jiang4,11576
深造,shen1'zao4,11577
晚间,wan3'jian1,11578
新婚,xin1'hun1,11579
烟囱,yan1'cong1,11580
战时,zhan4'shi2,11581
周转,zhou1'zhuan3,11582
嘈杂,cao2'za2,11583
出示,chu1'shi4,11584
代为,dai4'wei2,11585
管护,guan3'hu4,11586
喇嘛,la3'ma,11587
理睬,li3'cai3,11588
历年,li4'nian2,11589
扭亏,niu3'kui1,11590
破解,po4'jie3,11591
勤政,qin2'zheng4,11592
通话,tong1'hua4,11593
形体,xing2'ti3,11594
宇航员,yu3'hang2'yuan2,11595
源源不断,yuan2'yuan2'bu4'duan4,11596
政治协商会议,zheng4'zhi4'xie2'shang1'hui4'yi4,11597
宝珠,bao3'zhu1,11598
编造,bian1'zao4,11599
拨打,bo1'da3,11600
博得,bo2'de2,11601
奋勇,fen4'yong3,11602
骨肉,gu3'rou4,11603
盘活,pan2'huo2,11604
纤,xian1,11605
请假,qing3'jia4,11606
劝阻,quan4'zu3,11607
严正,yan2'zheng4,11608
辨认,bian4'ren4,11609
军警,jun1'jing3,11610
扣押,kou4'ya1,11611
款待,kuan3'dai4,11612
拦截,lan2'jie2,11613
没法儿,mei2'fa3'er2,11614
清白,qing1'bai2,11615
融化,rong2'hua4,11616
收音机,shou1'yin1'ji1,11617
天明,tian1'ming2,11618
耶稣,ye1'su1,11619
战火,zhan4'huo3,11620
杆子,gan1'zi,11621
花圈,hua1'quan1,11622
可操作性,ke3'cao1'zuo4'xing4,11623
棉被,mian2'bei4,11624
颇具,po1'ju4,11625
奇妙,qi2'miao4,11626
躯体,qu1'ti3,11627
山野,shan1'ye3,11628
西域,xi1'yu4,11629
乡间,xiang1'jian1,11630
得主,de2'zhu3,11631
老少,lao3'shao4,11632
觅,mi4,11633
票房,piao4'fang2,11634
平平,ping2'ping2,11635
伤残,shang1'can2,11636
冰凉,bing1'liang2,11637
才干,cai2'gan4,11638
代谢,dai4'xie4,11639
多多,duo1'duo1,11640
分批,fen1'pi1,11641
国库,guo2'ku4,11642
俗称,su2'cheng1,11643
参看,can1'kan4,11644
胆怯,dan3'qie4,11645
督导,du1'dao3,11646
假话,jia3'hua4,11647
冷水,leng3'shui3,11648
留恋,liu2'lian4,11649
美观,mei3'guan1,11650
起见,qi3'jian4,11651
凸显,tu1'xian3,11652
邮政局,you2'zheng4'ju2,11653
有得,you3'de2,11654
照相机,zhao4'xiang4'ji1,11655
足足,zu2'zu2,11656
手工业,shou3'gong1'ye4,11657
幼虫,you4'chong2,11658
安然,an1'ran2,11659
毕生,bi4'sheng1,11660
谎,huang3,11661
介,jie4,11662
丘陵,qiu1'ling2,11663
沙丘,sha1'qiu1,11664
山脉,shan1'mai4,11665
碎片,sui4'pian4,11666
一动不动,yi1'dong4'bu4'dong4,11667
衣襟,yi1'jin1,11668
预示,yu4'shi4,11669
症结,zheng1'jie2,11670
拌,ban4,11672
撤职,che4'zhi2,11673
出奇,chu1'qi2,11674
繁育,fan2'yu4,11675
过关,guo4'guan1,11676
交易所,jiao1'yi4'suo3,11677
控告,kong4'gao4,11678
抡,lun1,11679
民主革命,min2'zhu3'ge2'ming4,11680
松懈,song1'xie4,11681
乌云,wu1'yun2,11682
午夜,wu3'ye4,11683
小汽车,xiao3'qi4'che1,11684
用法,yong4'fa3,11685
大街小巷,da4'jie1'xiao3'xiang4,11686
干劲,gan4'jin4,11687
公文,gong1'wen2,11688
国宝,guo2'bao3,11689
一肚子,yi1'du4'zi,11690
诊治,zhen3'zhi4,11691
自筹,zi4'chou2,11692
奔腾,ben1'teng2,11693
划定,hua4'ding4,11694
枷,jia1,11695
门窗,men2'chuang1,11696
年份,nian2'fen4,11697
扫荡,sao3'dang4,11698
世事,shi4'shi4,11699
收成,shou1'cheng2,11700
外衣,wai4'yi1,11701
辛,xin1,11702
包揽,bao1'lan3,11703
搀,chan1,11704
存放,cun2'fang4,11705
荷花,he2'hua1,11706
坚固,jian1'gu4,11707
口罩,kou3'zhao4,11708
唯物主义,wei2'wu4'zhu3'yi4,11709
有空儿,you3'kong1'er2,11710
主子,zhu3'zi3,11711
爱戴,ai4'dai4,11712
警觉,jing3'jue2,11713
居于,ju1'yu2,11714
绝非,jue2'fei1,11715
平淡,ping2'dan4,11716
贴息,tie1'xi1,11717
闻讯,wen2'xun4,11718
州长,zhou1'chang2,11719
重现,zhong4'xian4,11720
估算,gu1'suan4,11721
好歹,hao3'dai3,11722
间隔,jian4'ge2,11723
解困,jie3'kun4,11724
抗灾,kang4'zai1,11725
男篮,nan2'lan2,11726
疑难,yi2'nan2,11727
长发,chang2'fa1,11728
创始人,chuang4'shi3'ren2,11729
分赴,fen1'fu4,11730
果子,guo3'zi3,11731
僵局,jiang1'ju2,11732
恳求,ken3'qiu2,11733
人民团体,ren2'min2'tuan2'ti3,11734
说明书,shuo1'ming2'shu1,11735
穗,sui4,11736
铁人,tie3'ren2,11737
追随,zhui1'sui2,11738
资深,zi1'shen1,11739
感应,gan3'ying4,11740
楼道,lou2'dao4,11741
倾诉,qing1'su4,11742
瘸,que2,11743
下文,xia4'wen2,11744
异性,yi4'xing4,11745
重托,zhong4'tuo1,11746
波长,bo1'chang2,11747
功绩,gong1'ji4,11748
环流,huan2'liu2,11749
任重道远,ren4'zhong4'dao4'yuan3,11750
摊位,tan1'wei4,11751
透视,tou4'shi4,11752
自救,zi4'jiu4,11753
作坊,zuo1'fang,11754
颠倒,dian1'dao3,11755
肝炎,gan1'yan2,11756
可取,ke3'qu3,11757
流星,liu2'xing1,11758
潜心,qian2'xin1,11759
全能,quan2'neng2,11760
长辈,zhang3'bei4,11761
主攻,zhu3'gong1,11762
薄荷,bo4'he,11763
忏悔,chan4'hui3,11764
当家,dang1'jia1,11765
功效,gong1'xiao4,11766
供养,gong1'yang3,11767
激化,ji1'hua4,11768
建筑业,jian4'zhu4'ye4,11769
降温,jiang4'wen1,11770
微小,wei1'xiao3,11771
芯,xin1,11772
召见,zhao4'jian4,11773
工作站,gong1'zuo4'zhan4,11774
集体主义,ji2'ti3'zhu3'yi4,11775
建构,jian4'gou4,11776
理直气壮,li3'zhi2'qi4'zhuang4,11777
领带,ling3'dai4,11778
内衣,nei4'yi1,11779
年画,nian2'hua4,11780
逃脱,tao2'tuo1,11781
无益,wu2'yi4,11782
新作,xin1'zuo4,11783
标明,biao1'ming2,11784
横行,heng2'xing2,11785
见闻,jian4'wen2,11786
硫酸,liu2'suan1,11787
面料,mian4'liao4,11788
特级,te4'ji2,11789
新书,xin1'shu1,11790
炎热,yan2're4,11791
驻守,zhu4'shou3,11792
不失为,bu4'shi1'wei2,11793
大帅,da4'shuai4,11794
封面,feng1'mian4,11795
联谊会,lian2'yi4'hui4,11796
能干,neng2'gan4,11797
乌鸦,wu1'ya1,11798
对流,dui4'liu2,11799
茶几,cha2'ji1,11800
狂热,kuang2're4,11801
吸附,xi1'fu4,11802
组团,zu3'tuan2,11803
辩解,bian4'jie3,11804
红卫兵,hong2'wei4'bing1,11805
哗,hua2,11806
怀有,huai2'you3,11807
太极,tai4'ji2,11808
体贴,ti3'tie1,11809
为生,wei2'sheng1,11810
文选,wen2'xuan3,11811
心血管,xin1'xue4'guan3,11812
壮举,zhuang4'ju3,11813
子公司,zi3'gong1'si1,11814
哎哟,ai1'yo1,11815
驳回,bo2'hui2,11816
唱片,chang4'pian4,11817
放眼,fang4'yan3,11818
牵挂,qian1'gua4,11819
荣立,rong2'li4,11820
熄灭,xi1'mie4,11821
邮电,you2'dian4,11822
跋,ba2,11823
标记,biao1'ji4,11824
对抗赛,dui4'kang4'sai4,11825
副官,fu4'guan1,11826
红花,hong2'hua1,11827
教徒,jiao4'tu2,11828
慕,mu4,11829
时间表,shi2'jian1'biao3,11830
雪地,xue3'di4,11831
殷切,yin1'qie4,11832
愉悦,yu2'yue4,11833
专线,zhuan1'xian4,11834
出息,chu1'xi1,11835
厨师,chu2'shi1,11836
复查,fu4'cha2,11837
派驻,pai4'zhu4,11838
枪毙,qiang1'bi4,11839
三角洲,san1'jiao3'zhou1,11840
圣经,sheng4'jing1,11841
时事,shi2'shi4,11842
胎儿,tai1'er2,11843
合计,he2'ji4,11844
瞧见,qiao2'jian4,11845
所有者,suo3'you3'zhe3,11846
特写,te4'xie3,11847
停车场,ting2'che1'chang3,11848
涂料,tu2'liao4,11849
钞,chao1,11850
崇敬,chong2'jing4,11851
搭配,da1'pei4,11852
废话,fei4'hua4,11853
咀嚼,ju3'jue2,11854
扑灭,pu1'mie4,11855
铅笔,qian1'bi3,11856
融为一体,rong2'wei2'yi1'ti3,11857
天桥,tian1'qiao2,11858
兴高采烈,xing4'gao1'cai3'lie4,11859
絮,xu4,11860
隐私,yin3'si1,11861
总工程师,zong3'gong1'cheng2'shi1,11862
安全感,an1'quan2'gan3,11863
查验,cha2'yan4,11864
船员,chuan2'yuan2,11865
惊心动魄,jing1'xin1'dong4'po4,11866
警卫,jing3'wei4,11867
木刻,mu4'ke4,11868
同心,tong2'xin1,11869
午餐,wu3'can1,11870
新诗,xin1'shi1,11871
朝气,zhao1'qi4,11872
中外合资,zhong1'wai4'he2'zi1,11873
黑板,hei1'ban3,11874
奖学金,jiang3'xue2'jin1,11875
看护,kan1'hu4,11876
年华,nian2'hua2,11877
气魄,qi4'po4,11878
推选,tui1'xuan3,11879
爷们儿,ye2'men'er,11880
运算,yun4'suan4,11881
白纸,bai2'zhi3,11882
惦记,dian4'ji4,11883
防备,fang2'bei4,11884
费力,fei4'li4,11885
看热闹,kan4're4'nao4,11886
烈日,lie4'ri4,11887
头号,tou2'hao4,11888
下层,xia4'ceng2,11889
意象,yi4'xiang4,11890
优雅,you1'ya3,11891
照常,zhao4'chang2,11892
制剂,zhi4'ji4,11893
转轨,zhuan3'gui3,11894
变幻,bian4'huan4,11895
穿行,chuan1'xing2,11896
打通,da3'tong1,11897
耳光,er3'guang1,11898
耗子,hao4'zi3,11899
禾,he2,11900
护送,hu4'song4,11901
机床,ji1'chuang2,11902
假定,jia3'ding4,11903
交融,jiao1'rong2,11904
叫好,jiao4'hao3,11905
空话,kong1'hua4,11906
口子,kou3'zi3,11907
农用,nong2'yong4,11908
聘任,pin4'ren4,11909
抒发,shu1'fa1,11910
税法,shui4'fa3,11911
团体赛,tuan2'ti3'sai4,11912
五星红旗,wu3'xing1'hong2'qi2,11913
绚丽,xuan4'li4,11914
应变,ying4'bian4,11915
本省,ben3'sheng3,11916
蹭,ceng4,11917
多发,duo1'fa1,11918
非得,fei1'dei3,11919
腹部,fu4'bu4,11920
工作量,gong1'zuo4'liang4,11921
海里,hai3'li3,11922
唬,hu3,11923
技师,ji4'shi1,11924
杰作,jie2'zuo4,11925
截流,jie2'liu2,11926
零星,ling2'xing1,11927
契约,qi4'yue1,11928
强盛,qiang2'sheng4,11929
剃,ti4,11930
遗弃,yi2'qi4,11931
政界,zheng4'jie4,11932
报答,bao4'da2,11933
伯伯,bo2'bo,11934
床头,chuang2'tou2,11935
摧残,cui1'can2,11936
党总支,dang3'zong3'zhi1,11937
返还,fan3'huan2,11938
刚好,gang1'hao3,11939
林立,lin2'li4,11940
失掉,shi1'diao4,11942
详尽,xiang2'jin4,11943
引诱,yin3'you4,11944
芝麻,zhi1'ma,11945
执教,zhi2'jiao4,11946
不知所措,bu4'zhi1'suo3'cuo4,11947
差错,cha1'cuo4,11948
既而,ji4'er2,11949
夹杂,jia1'za2,11950
明智,ming2'zhi4,11951
木匠,mu4'jiang4,11952
申请书,shen1'qing3'shu1,11953
塑像,su4'xiang4,11954
痒,yang3,11955
再接再厉,zai4'jie1'zai4'li4,11956
造价,zao4'jia4,11957
装作,zhuang1'zuo4,11958
背离,bei4'li2,11959
剧情,ju4'qing2,11960
美景,mei3'jing3,11961
情境,qing2'jing4,11962
胃口,wei4'kou3,11963
文教,wen2'jiao4,11964
有识之士,you3'shi2'zhi1'shi4,11965
著称,zhu4'cheng1,11966
做工作,zuo4'gong1'zuo4,11967
沉甸甸,chen2'dian4'dian4,11968
感性,gan3'xing4,11969
会展,hui4'zhan3,11970
苦涩,ku3'se4,11971
棉袄,mian2'ao3,11972
清明,qing1'ming2,11973
伤痕,shang1'hen2,11974
屠宰,tu2'zai3,11975
洗礼,xi3'li3,11976
险情,xian3'qing2,11977
行刑,xing2'xing2,11978
要位,yao4'wei4,11979
逾期,yu2'qi1,11980
中立,zhong1'li4,11981
转眼,zhuan3'yan3,11982
滋润,zi1'run4,11983
哀求,ai1'qiu2,11984
暴发,bao4'fa1,11985
裁军,cai2'jun1,11986
服役,fu2'yi4,11987
讲学,jiang3'xue2,11988
柯,ke1,11989
呕,ou3,11990
涩,se4,11991
疏忽,shu1'hu1,11992
藏书,cang2'shu1,11993
渎职,du2'zhi2,11994
个案,ge4'an4,11995
广为,guang3'wei2,11996
横幅,heng2'fu2,11997
交战,jiao1'zhan4,11998
谅,liang4,11999
轮椅,lun2'yi3,12000
蜜蜂,mi4'feng1,12001
视力,shi4'li4,12002
图纸,tu2'zhi3,12003
围困,wei2'kun4,12004
协办,xie2'ban4,12005
盅,zhong1,12006
重用,zhong4'yong4,12007
撤退,che4'tui4,12008
愧,kui4,12009
留神,liu2'shen2,12010
手套,shou3'tao4,12011
调试,tiao2'shi4,12012
喜讯,xi3'xun4,12013
殷勤,yin1'qin2,12014
自然而然,zi4'ran2'er2'ran2,12015
鼻涕,bi2'ti4,12016
崇,chong2,12017
冀,ji4,12018
倦,juan4,12019
劳改,lao2'gai3,12020
取证,qu3'zheng4,12021
入口,ru4'kou3,12022
烧伤,shao1'shang1,12023
摊子,tan1'zi3,12024
以权谋私,yi3'quan2'mou2'si1,12025
侄儿,zhi2'er2,12026
大法,da4'fa3,12027
馍,mo2,12028
骗人,pian4'ren2,12029
气象台,qi4'xiang4'tai2,12030
友爱,you3'ai4,12031
援引,yuan2'yin3,12032
词语,ci2'yu3,12033
后头,hou4'tou2,12034
狂风,kuang2'feng1,12035
售货员,shou4'huo4'yuan2,12036
乡土,xiang1'tu3,12037
征兵,zheng1'bing1,12038
衬衣,chen4'yi1,12039
金星,jin1'xing1,12040
恋人,lian4'ren2,12041
侨眷,qiao2'juan4,12042
陶冶,tao2'ye3,12043
停业,ting2'ye4,12044
凸现,tu1'xian4,12045
狭隘,xia2'ai4,12046
檐,yan2,12047
不符,bu4'fu2,12048
佳绩,jia1'ji4,12049
接班人,jie1'ban1'ren2,12050
明晰,ming2'xi1,12051
誓言,shi4'yan2,12052
酥,su1,12053
中下游,zhong1'xia4'you2,12054
泵,beng4,12055
化验,hua4'yan4,12056
军团,jun1'tuan2,12057
默契,mo4'qi4,12058
送达,song4'da2,12059
英明,ying1'ming2,12060
知识经济,zhi1'shi2'jing1'ji4,12061
执照,zhi2'zhao4,12062
暗自,an4'zi4,12063
触犯,chu4'fan4,12064
党籍,dang3'ji2,12065
睹,du3,12066
棍子,gun4'zi3,12067
检举,jian3'ju3,12068
精兵,jing1'bing1,12069
距今,ju4'jin1,12070
劣势,lie4'shi4,12071
随口,sui2'kou3,12072
蜿蜒,wan1'yan2,12073
自语,zi4'yu3,12074
罪过,zui4'guo,12075
不实,bu4'shi2,12076
趁机,chen4'ji1,12077
代表作,dai4'biao3'zuo4,12078
单身,dan1'shen1,12079
底子,di3'zi,12080
奠基,dian4'ji1,12081
近邻,jin4'lin2,12082
夸奖,kua1'jiang3,12083
民事诉讼,min2'shi4'su4'song4,12084
首选,shou3'xuan3,12085
因之,yin1'zhi1,12086
主要矛盾,zhu3'yao4'mao2'dun4,12087
准时,zhun3'shi2,12088
长假,chang2'jia4,12089
出世,chu1'shi4,12090
稻草,dao4'cao3,12091
电磁,dian4'ci2,12092
繁衍,fan2'yan3,12093
供不应求,gong1'bu4'ying4'qiu2,12094
活人,huo2'ren2,12095
交情,jiao1'qing2,12096
农林,nong2'lin2,12097
网页,wang3'ye4,12098
威望,wei1'wang4,12099
主演,zhu3'yan3,12100
自制,zi4'zhi4,12101
采摘,cai3'zhai1,12102
郊外,jiao1'wai4,12103
抢先,qiang3'xian1,12104
随同,sui2'tong2,12105
写实,xie3'shi2,12106
循序渐进,xun2'xu4'jian4'jin4,12107
一怔,yi1'zheng4,12108
育苗,yu4'miao2,12109
庵,an1,12110
必由之路,bi4'you2'zhi1'lu4,12111
别致,bie2'zhi4,12112
场次,chang3'ci4,12113
迟到,chi2'dao4,12114
反面,fan3'mian4,12115
杠,gang4,12116
棍,gun4,12117
笼子,long2'zi,12118
毛衣,mao2'yi1,12119
能耐,neng2'nai,12120
微风,wei1'feng1,12121
宇,yu3,12122
重担,zhong4'dan4,12123
把戏,ba3'xi4,12124
保佑,bao3'you4,12125
本意,ben3'yi4,12126
敞,chang3,12127
成品,cheng2'pin3,12128
承建,cheng2'jian4,12129
地热,di4're4,12130
防卫,fang2'wei4,12131
飞舞,fei1'wu3,12132
家家户户,jia1'jia1'hu4'hu4,12133
课外,ke4'wai4,12134
抨击,peng1'ji1,12135
声调,sheng1'diao4,12136
诈,zha4,12137
唱戏,chang4'xi4,12138
触及,chu4'ji2,12139
低级,di1'ji2,12140
贵重,gui4'zhong4,12141
回味,hui2'wei4,12142
屡次,lv3'ci4,12143
筛,shai1,12144
说清楚,shuo1'qing1'chu3,12145
知晓,zhi1'xiao3,12146
中兴,zhong1'xing1,12147
铸造,zhu4'zao4,12148
诚然,cheng2'ran2,12149
大举,da4'ju3,12150
当众,dang1'zhong4,12151
服气,fu2'qi4,12152
畸形,ji1'xing2,12153
暖和,nuan3'huo,12154
向导,xiang4'dao3,12155
形形色色,xing2'xing2'se4'se4,12156
竹林,zhu2'lin2,12157
部将,bu4'jiang1,12158
大拇指,da4'mu3'zhi3,12159
分红,fen1'hong2,12160
高昂,gao1'ang2,12161
日产,ri4'chan3,12162
施用,shi1'yong4,12163
跃进,yue4'jin4,12164
自卫,zi4'wei4,12165
组装,zu3'zhuang1,12166
作响,zuo4'xiang3,12167
傍,bang4,12168
船长,chuan2'zhang3,12169
荟萃,hui4'cui4,12170
适于,shi4'yu2,12171
下榻,xia4'ta4,12172
新秀,xin1'xiu4,12173
营地,ying2'di4,12174
自幼,zi4'you4,12175
不适,bu4'shi4,12176
订立,ding4'li4,12177
合伙,he2'huo3,12178
巾帼,jin1'guo2,12179
枯燥,ku1'zao4,12180
邻里,lin2'li3,12181
轮值,lun2'zhi2,12182
青草,qing1'cao3,12183
显而易见,xian3'er2'yi4'jian4,12184
樱桃,ying1'tao2,12185
租金,zu1'jin1,12186
半径,ban4'jing4,12187
低谷,di1'gu3,12188
额外,e2'wai4,12189
粪便,fen4'bian4,12190
罐头,guan4'tou2,12191
画卷,hua4'juan4,12192
警车,jing3'che1,12193
可不,ke3'bu4,12194
来去,lai2'qu4,12195
涝,lao4,12196
寺庙,si4'miao4,12198
天线,tian1'xian4,12199
现役,xian4'yi4,12200
有史以来,you3'shi3'yi3'lai2,12201
贰,er4,12202
精密,jing1'mi4,12203
奶妈,nai3'ma1,12204
轻重,qing1'zhong4,12205
闪亮,shan3'liang4,12206
虚弱,xu1'ruo4,12207
悬殊,xuan2'shu1,12208
纵队,zong4'dui4,12209
芭蕾,ba1'lei3,12210
濒危,bin1'wei1,12211
光纤,guang1'xian1,12212
晶莹,jing1'ying2,12213
麻醉,ma2'zui4,12214
幕后,mu4'hou4,12215
女友,nv3'you3,12216
情结,qing2'jie2,12217
深渊,shen1'yuan1,12218
些小,xie1'xiao3,12219
英俊,ying1'jun4,12220
冲锋,chong1'feng1,12221
瓷器,ci2'qi4,12222
大宗,da4'zong1,12223
光泽,guang1'ze2,12224
刻意,ke4'yi4,12225
蜡,la4,12226
蒙古族,meng3'gu3'zu2,12227
募捐,mu4'juan1,12228
确信,que4'xin4,12229
佟,tong2,12230
统筹兼顾,tong3'chou2'jian1'gu4,12231
危难,wei1'nan4,12232
政府军,zheng4'fu3'jun1,12233
登门,deng1'men2,12234
风趣,feng1'qu4,12235
国力,guo2'li4,12236
晃动,huang4'dong4,12237
监事会,jian1'shi4'hui4,12238
栏杆,lan2'gan1,12239
名利,ming2'li4,12240
全员,quan2'yuan2,12241
威武,wei1'wu3,12242
细小,xi4'xiao3,12243
小提琴,xiao3'ti2'qin2,12244
仪表,yi2'biao3,12245
转制,zhuan3'zhi4,12246
宝库,bao3'ku4,12247
测控,ce4'kong4,12248
插入,cha1'ru4,12249
成群,cheng2'qun2,12250
共性,gong4'xing4,12251
接送,jie1'song4,12252
劳教,lao2'jiao4,12253
零件,ling2'jian4,12254
耙,pa2,12255
侍候,shi4'hou4,12256
室外,shi4'wai4,12257
脱落,tuo1'luo4,12258
玩弄,wan2'nong4,12259
用语,yong4'yu3,12260
抵触,di3'chu4,12261
客房,ke4'fang2,12262
顺差,shun4'cha1,12263
托管,tuo1'guan3,12264
熏陶,xun1'tao2,12265
照搬,zhao4'ban1,12266
砖头,zhuan1'tou2,12267
桌面,zhuo1'mian4,12268
跋涉,ba2'she4,12269
倒闭,dao3'bi4,12270
发病率,fa1'bing4'lv4,12271
各式各样,ge4'shi4'ge4'yang4,12272
夯实,hang1'shi2,12273
航海,hang2'hai3,12274
好在,hao3'zai4,12275
集镇,ji2'zhen4,12276
脸庞,lian3'pang2,12277
水文,shui3'wen2,12278
思议,si1'yi4,12279
转而,zhuan3'er2,12280
搬运,ban1'yun4,12281
不待,bu4'dai4,12282
敌军,di2'jun1,12283
鄂,e4,12284
国庆节,guo2'qing4'jie2,12285
豪情,hao2'qing2,12286
花木,hua1'mu4,12287
哗哗,hua2'hua2,12288
减缓,jian3'huan3,12289
理论家,li3'lun4'jia1,12290
隆隆,long2'long2,12291
亲信,qin1'xin4,12292
有情,you3'qing2,12293
发兵,fa1'bing1,12294
惊叫,jing1'jiao4,12295
拍照,pai1'zhao4,12296
螃蟹,pang2'xie4,12297
牵引,qian1'yin3,12298
邵,shao4,12299
